PROBE_ID	PROBE_TYPE	GENE_ID	GENE_TYPE	DESCRIPTION
CATMA2A10610	E1	AT2G12462	CDS	unknown protein
CATMA2A10620	V1	AT2G12470	Repeat_TAIR	transposable element gene
CATMA2A10630	E2	AT2G12480	CDS	SCPL43, serine carboxypeptidase
CATMA2A10640	V1	AT2G12490	Repeat_TAIR	transposable element gene
CATMA2A10660	V3	ATLANTYS3	Repeat_Element	Repeat Element: family LTR/Gypsy
CATMA2A10720	E1	AT2G12550	CDS	ubiquitin-associated (UBA)/TS-N domain-containing protein
CATMA2A10730	EV1	AT2G12557	CDS	unknown protein
CATMA2A10740	V2	no_gene		
CATMA2A10760	V2	AT2G12580	Repeat_TAIR	transposable element gene
CATMA2A10830	E1	AT2G12646	CDS	unknown protein
CATMA2A10840	V2	no_gene		
CATMA2A10850	V1	AT2G12650	Repeat_TAIR	transposable element gene
CATMA2A10860	V2	AT2G12650	Repeat_TAIR	transposable element gene
CATMA2A10870	V2	AT2G12650	Repeat_TAIR	transposable element gene
CATMA2A10880	V1	AT2G12650	Repeat_TAIR	transposable element gene
CATMA2A10900	V3	AT2E07770	CDS_Eugene	EUGENE prediction
CATMA2A10910	V1	AT2G12730	Repeat_TAIR	transposable element gene
CATMA2A10920	V1	AT2G12730	Repeat_TAIR	transposable element gene
CATMA2A10950	V2	AT2G12770	Repeat_TAIR	transposable element gene
CATMA2A10960	V1	AT2G12770	Repeat_TAIR	transposable element gene
CATMA2A11160	E2	AT2G12875	CDS	unknown protein
CATMA2A11180	EI2	AT2G12875	CDS	unknown protein
CATMA2A11210	V1	AT2G12910	Repeat_TAIR	transposable element gene
CATMA2A11220	V1	AT2G12910	Repeat_TAIR	transposable element gene
CATMA2A11230	V2	AT2G12910	Repeat_TAIR	transposable element gene
CATMA2A11240	V2	AT2G12910	Repeat_TAIR	transposable element gene
CATMA2A11290	V3	AT2G12920	Repeat_TAIR	transposable element gene
CATMA2A11510	V3	AT2G13080	Repeat_TAIR	transposable element gene
CATMA2A11540	V3	AT2G13080	Repeat_TAIR	transposable element gene
CATMA2A11550	V2	AT2G13090	Repeat_TAIR	transposable element gene
CATMA2A11560	V2	AT2G13090	Repeat_TAIR	transposable element gene
CATMA2A11570	E2	AT2G13100	CDS	glycerol-3-phosphate transporter, putative / glycerol 3-phosphate permease, putative
CATMA2A11590	V2	AT2E07920	CDS_Eugene	EUGENE prediction
CATMA2A11600	EI2	AT2G13125	CDS	unknown protein
CATMA2A11610	E3	AT2G13130	CDS	pseudogene
CATMA2A11640	E3	AT2G13150	CDS	transcription factor
CATMA2A11820	V3	AT2G13260	Repeat_TAIR	transposable element gene
CATMA2A11830	V3	AT2G13260	Repeat_TAIR	transposable element gene
CATMA2A11850	EV2	AT2G13272	CDS	unknown protein
CATMA2A11860	E2	AT2G13290	CDS	glycosyl transferase family 17 protein
CATMA2A11870	V2	AT2G13300	Repeat_TAIR	transposable element gene
CATMA2A11930	V3	AT2G13330	Repeat_TAIR	transposable element gene
CATMA2A11950	V3	AT2G13335	Repeat_TAIR	transposable element gene
CATMA2A11960	V2	AT2E08010	CDS_Eugene	EUGENE prediction
CATMA2A11970	E2	AT2G13350	CDS	C2 domain-containing protein
CATMA2A11975	E1	AT2G13360	CDS	AGT (ALANINE:GLYOXYLATE AMINOTRANSFERASE)
CATMA2A11980	E1	AT2G13370	CDS	CHR5 (chromatin remodeling 5), ATP binding / DNA binding / chromatin binding / helicase
CATMA2A11990	EI1	AT2G13370	CDS	CHR5 (chromatin remodeling 5), ATP binding / DNA binding / chromatin binding / helicase
CATMA2A12100	E1	AT2G13420	CDS	pseudogene
CATMA2A12120	E1	AT2G13440	CDS	glucose-inhibited division family A protein
CATMA2A12140	V1	AT2G13460	Repeat_TAIR	transposable element gene
CATMA2A12150	V2	AT2G13460	Repeat_TAIR	transposable element gene
CATMA2A12170	VE2	AT2G13469	CDS	pseudogene
CATMA2A12220	EI3	AT2G13510	CDS	unknown protein
CATMA2A12230	V2	AT2G13520	Repeat_TAIR	transposable element gene
CATMA2A12240	V1	AT2G13530	Repeat_TAIR	transposable element gene
CATMA2A12250	E1	AT2G13540	CDS	ABH1 (ABA HYPERSENSITIVE 1)
CATMA2A12265	E1	AT2G13550	CDS	unknown protein
CATMA2A12270	E1	AT2G13560	CDS	malate oxidoreductase, putative
CATMA2A12280	E1	AT2G13570	CDS	CCAAT-box binding transcription factor, putative
CATMA2A12300	V2	ATDNA12T3A	Repeat_Element	Repeat Element: family DNA
CATMA2A12310	E2	AT2G13600	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A12320	E1	AT2G13610	CDS	ABC transporter family protein
CATMA2A12330	E1	AT2G13620	CDS	ATCHX15 (cation/hydrogen exchanger 15), monovalent cation:proton antiporter
CATMA2A12343	E2	AT2G13650	CDS	GONST1 (GOLGI NUCLEOTIDE SUGAR TRANSPORTER 1)
CATMA2A12346	E2	AT2G13660	CDS	unknown protein
CATMA2A12350	E1	AT2G13680	CDS	CALS5 (CALLOSE SYNTHASE 5), 1,3-beta-glucan synthase
CATMA2A12360	E1	AT2G13680	CDS	CALS5 (CALLOSE SYNTHASE 5), 1,3-beta-glucan synthase
CATMA2A12370	E1	AT2G13690	CDS	PRLI-interacting factor, putative
CATMA2A12380	V2	no_gene		
CATMA2A12390	V1	AT2G13750	Repeat_TAIR	transposable element gene
CATMA2A12410	E3	AT2G13790	CDS	ATSERK4 (SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 4), protein binding / protein kinase/ transmembrane receptor protein serine/threonine kinase
CATMA2A12420	E3	AT2G13800	CDS	ATSERK5 (SOMATIC EMBRYOGENESIS RECEPTOR LIKE KINASE 5), ATP binding / protein kinase/ transmembrane receptor protein serine/threonine kinase
CATMA2A12430	E2	AT2G13810	CDS	ALD1 (AGD2-LIKE DEFENSE RESPONSE PROTEIN1), transaminase
CATMA2A12440	E2	AT2G13820	CDS	protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
CATMA2A12450	E1	AT2G13840	CDS	PHP domain-containing protein
CATMA2A12455	V1	AT2G13850	Repeat_TAIR	transposable element gene
CATMA2A12560	V1	AT2G13970	Repeat_TAIR	transposable element gene
CATMA2A12570	E3	AT2G14000	CDS	unknown protein
CATMA2A12610	V2	AT2G14040	Repeat_TAIR	transposable element gene
CATMA2A12620	E1	AT2G14045	CDS	unknown protein
CATMA2A12630	EI1	AT2G14050	CDS	minichromosome maintenance family protein / MCM family protein
CATMA2A12640	E2	AT2G14060	CDS	S-adenosyl-L-methionine:carboxyl methyltransferase family protein
CATMA2A12650	E2	AT2G14070	CDS	wound-responsive protein-related
CATMA2A12660	VE1	AT2G14080	CDS	disease resistance protein (TIR-NBS-LRR class), putative
CATMA2A12670	E1	AT2G14095	CDS	unknown protein
CATMA2A12680	E1	AT2G14100	CDS	CYP705A13 (cytochrome P450, family 705, subfamily A, polypeptide 13), oxygen binding
CATMA2A12690	V2	ATLINE1_2;HELITRON2	Repeat_Element;Repeat_Element	Repeat Element: family LINE/L1;Repeat Element: family RC/Helitron
CATMA2A12700	E1	AT2G14110	CDS	unknown protein
CATMA2A12710	E1	AT2G14120	CDS	dynamin-like protein 2b (ADL2b)
CATMA2A12720	EI2	AT2G14120	CDS	dynamin-like protein 2b (ADL2b)
CATMA2A12730	E1	AT2G14170	CDS	ALDH6B2 (Aldehyde dehydrogenase 6B2)
CATMA2A12732	V2	AT2G14200	Repeat_TAIR	transposable element gene
CATMA2A12735	E1	AT2G14210	CDS	ANR1, DNA binding / transcription factor
CATMA2A12740	V1	AT2G14220	Repeat_TAIR	transposable element gene
CATMA2A12750	E1	AT2G14247	CDS	unknown protein
CATMA2A12760	E2	AT2G14255	CDS	zinc finger (DHHC type) family protein
CATMA2A12770	E1	AT2G14255	CDS	zinc finger (DHHC type) family protein
CATMA2A12775	E1	AT2G14260	CDS	PIP (proline iminopeptidase), prolyl aminopeptidase
CATMA2A12780	V3	no_gene		
CATMA2A12790	V2	AT2G14280	Repeat_TAIR	transposable element gene
CATMA2A12800	V1	VANDAL2	Repeat_Element	Repeat Element: family DNA/MuDR
CATMA2A12810	E2	AT2G14288	CDS	unknown protein
CATMA2A12820	E2	AT2G14290	CDS	F-box family protein
CATMA2A12900	V3	AT2G14380	Repeat_TAIR	transposable element gene
CATMA2A12930	IE1	AT2G14390	CDS	unknown protein
CATMA2A12940	EI1	AT2G14390	CDS	unknown protein
CATMA2A12960	V2	ATHILA8A	Repeat_Element	Repeat Element: family LTR/Gypsy
CATMA2A13090	V1	AT2G14430	Repeat_TAIR	transposable element gene
CATMA2A13120	E3	AT2G14440	CDS	leucine-rich repeat protein kinase, putative
CATMA2A13140	V3	AT2G14450	Repeat_TAIR	transposable element gene
CATMA2A13150	V3	AT2G14455	Repeat_TAIR	transposable element gene
CATMA2A13170	V3	AT2G14470	Repeat_TAIR	transposable element gene
CATMA2A13210	E3	AT2G14500	CDS	F-box family protein
CATMA2A13220	E3	AT2G14510	CDS	leucine-rich repeat protein kinase, putative
CATMA2A13240	E3	AT2G14520	CDS	CBS domain-containing protein
CATMA2A13250	E1	AT2G14530	CDS	unknown protein
CATMA2A13270	E3	AT2G14550	CDS	pseudogene
CATMA2A13290	V2	ATMU3	Repeat_Element	Repeat Element: family DNA/MuDR
CATMA2A13300	V1	AT2G14570	Repeat_TAIR	SWIM zinc finger family protein
CATMA2A13330	E1	AT2G14620	CDS	xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative
CATMA2A13360	V3	AT2G14640	Repeat_TAIR	transposable element gene
CATMA2A13370	V3	AT2G14640	Repeat_TAIR	transposable element gene
CATMA2A13400	E2	AT2G14660	CDS	unknown protein
CATMA2A13410	E3	AT2G14670	CDS	ATSUC8 (SUCROSE-PROTON SYMPORTER 8), carbohydrate transporter/ sucrose:hydrogen symporter/ sugar porter
CATMA2A13420	IE1	AT2G14680	CDS	MEE13 (maternal effect embryo arrest 13)
CATMA2A13430	M1	AT2G14680;AT2G14690	CDS;CDS	MEE13 (maternal effect embryo arrest 13);endo-1,4-beta-xylanase/ hydrolase, hydrolyzing O-glycosyl compounds
CATMA2A13440	E3	AT2G14690	CDS	endo-1,4-beta-xylanase/ hydrolase, hydrolyzing O-glycosyl compounds
CATMA2A13450	EI1	AT2G14700	CDS	unknown protein
CATMA2A13460	E2	AT2G14710	CDS	F-box family protein
CATMA2A13465	E2	AT2G14720	CDS	VSR-2 (Vacuolar sorting receptor 2), calcium ion binding / peptidase
CATMA2A13495	E1	AT2G14750	CDS	APK (APS KINASE), ATP binding / kinase/ transferase, transferring phosphorus-containing groups
CATMA2A13500	E1	AT2G14760	CDS	basic helix-loop-helix protein / bHLH protein
CATMA2A13510	V2	AT2G14793	Repeat_TAIR	transposable element gene
CATMA2A13520	V1	AT2G14796	Repeat_TAIR	transposable element gene
CATMA2A13530	E3	AT2G14800	CDS	unknown protein
CATMA2A13540	E1	AT2G14820	CDS	phototropic-responsive NPH3 family protein
CATMA2A13550	I1	AT2G14830	CDS	unknown protein
CATMA2A13560	E1	AT2G14830	CDS	unknown protein
CATMA2A13570	E1	AT2G14835	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA2A13590	V2	no_gene		
CATMA2A13610	E1	AT2G14850	CDS	unknown protein
CATMA2A13620	E3	AT2G14860	CDS	peroxisomal membrane protein 22 kDa, putative
CATMA2A13630	E3	AT2G14870	CDS	RNA recognition motif (RRM)-containing protein
CATMA2A13640	E2	AT2G14880	CDS	SWIB complex BAF60b domain-containing protein
CATMA2A13650	E1	AT2G14890	CDS	AGP9 (ARABINOGALACTAN PROTEIN 9)
CATMA2A13660	E2	AT2G14900	CDS	gibberellin-regulated family protein
CATMA2A13670	E1	AT2G14910	CDS	unknown protein
CATMA2A13680	EI1	AT2G14910	CDS	unknown protein
CATMA2A13690	EI3	AT2G14920	CDS	sulfotransferase family protein
CATMA2A13700	V2	ATLINE1_6	Repeat_Element	Repeat Element: family LINE/L1
CATMA2A13710	V1	ATLINE1_6	Repeat_Element	Repeat Element: family LINE/L1
CATMA2A13730	V2	ATLINE1_6	Repeat_Element	Repeat Element: family LINE/L1
CATMA2A13750	V3	AT2G14950	Repeat_TAIR	transposable element gene
CATMA2A13760	E3	AT2G14960	CDS	GH3.1
CATMA2A13770	V3	AT2E09360	CDS_Eugene	EUGENE prediction
CATMA2A13780	V3	AT2G14990	Repeat_TAIR	transposable element gene
CATMA2A13810	E1	AT2G15010	CDS	thionin, putative
CATMA2A13820	E1	AT2G15020	CDS	unknown protein
CATMA2A13830	E2	AT2G15025	CDS	unknown protein
CATMA2A13840	E2	AT2G15030	CDS	pseudogene
CATMA2A13850	E3	AT2G15030	CDS	pseudogene
CATMA2A13860	E3	AT2G15040	CDS	pseudogene
CATMA2A13890	E3	AT2G15050	CDS	LTP, lipid binding
CATMA2A13920	EI1	AT2G15080	CDS	disease resistance family protein
CATMA2A13930	E3	AT2G15090	CDS	fatty acid elongase, putative
CATMA2A13940	V2	AT2G15100	Repeat_TAIR	transposable element gene
CATMA2A13950	V3	AT2G15100	Repeat_TAIR	transposable element gene
CATMA2A13960	EV3	AT2G15110	CDS	pseudogene
CATMA2A14050	E1	AT2G15230	CDS	ATLIP1 (ARABIDOPSIS THALIANA LIPASE 1), galactolipase/ hydrolase/ phospholipase/ triacylglycerol lipase
CATMA2A14060	E1	AT2G15240	CDS	UNC-50 family protein
CATMA2A14080	V2	TA11	Repeat_Element	Repeat Element: family LINE/L1
CATMA2A14090	EI1	AT2G15260	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA2A14100	E1	AT2G15270	CDS	unknown protein
CATMA2A14110	EI1	AT2G15280	CDS	reticulon family protein (RTNLB10)
CATMA2A14120	E1	AT2G15290	CDS	ATTIC21/CIA5/TIC21 (CHLOROPLAST IMPORT APPARATUS 5), protein homodimerization
CATMA2A14130	E2	AT2G15300	CDS	leucine-rich repeat transmembrane protein kinase, putative
CATMA2A14140	E1	AT2G15310	CDS	ATARFB1A (ADP-ribosylation factor B1A), GTP binding
CATMA2A14150	E1	AT2G15320	CDS	leucine-rich repeat family protein
CATMA2A14160	EI1	AT2G15327	CDS	unknown protein
CATMA2A14170	V2	AT2E09720	CDS_Eugene	EUGENE prediction
CATMA2A14180	E1	AT2G15340	CDS	glycine-rich protein
CATMA2A14220	V1	AT2G15380	Repeat_TAIR	transposable element gene
CATMA2A14230	V3	AT2G15380	Repeat_TAIR	transposable element gene
CATMA2A14240	V1	AT2G15380	Repeat_TAIR	transposable element gene
CATMA2A14250	V3	AT2G15380	Repeat_TAIR	transposable element gene
CATMA2A14290	V2	AT2G15410	Repeat_TAIR	transposable element gene
CATMA2A14300	V1	AT2G15410	Repeat_TAIR	transposable element gene
CATMA2A14310	V2	AT2G15410	Repeat_TAIR	transposable element gene
CATMA2A14320	V2	AT2G15410	Repeat_TAIR	transposable element gene
CATMA2A14340	EI1	AT2G15420	CDS	myosin heavy chain-related
CATMA2A14350	EV1	AT2G15420	CDS	myosin heavy chain-related
CATMA2A14360	E3	AT2G15430	CDS	RBP36A (RNA polymerase II 36 kDa polypeptide A), DNA binding / DNA-directed RNA polymerase
CATMA2A14370	E1	AT2G15440	CDS	unknown protein
CATMA2A14420	E3	AT2G15490	CDS	UGT73B4, UDP-glycosyltransferase
CATMA2A14430	IE2	AT2G15500	CDS	unknown protein
CATMA2A14440	E2	AT2G15530	CDS	unknown protein
CATMA2A14450	E1	AT2G15535	CDS	LCR10 (Low-molecular-weight cysteine-rich 10)
CATMA2A14460	V3	AT2G15540	Repeat_TAIR	transposable element gene
CATMA2A14470	V1	AT2G15550	Repeat_TAIR	transposable element gene
CATMA2A14490	E1	AT2G15560	CDS	unknown protein
CATMA2A14495	E1	AT2G15570	CDS	ATHM3 (Arabidopsis thioredoxin M-type 3), thiol-disulfide exchange intermediate
CATMA2A14500	E1	AT2G15580	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA2A14520	E2	AT2G15610	CDS	unknown protein
CATMA2A14525	E1	AT2G15620	CDS	NIR1 (NITRITE REDUCTASE), ferredoxin-nitrate reductase
CATMA2A14530	E2	AT2G15630	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A14540	VE2	AT2G15640	CDS	F-box family protein
CATMA2A14550	E1	AT2G15660	CDS	transcription factor
CATMA2A14560	EI1	AT2G15670	CDS	unknown protein
CATMA2A14570	M2	AT2G15680;AT2G15690	CDS;CDS	calmodulin-related protein, putative;pentatricopeptide (PPR) repeat-containing protein
CATMA2A14580	E1	AT2G15690	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A14590	E1	AT2G15695	CDS	unknown protein
CATMA2A14610	V2	AT2G15720	Repeat_TAIR	transposable element gene
CATMA2A14630	V3	AT2G15720	Repeat_TAIR	transposable element gene
CATMA2A14640	E3	AT2G15730	CDS	unknown protein
CATMA2A14650	V2	AT2G15750	Repeat_TAIR	nucleic acid binding / ribonuclease H
CATMA2A14660	V1	AT2G15750	Repeat_TAIR	nucleic acid binding / ribonuclease H
CATMA2A14670	E1	AT2G15760	CDS	calmodulin-binding protein
CATMA2A14680	E2	AT2G15770	CDS	glycine-rich protein
CATMA2A14690	E1	AT2G15780	CDS	glycine-rich protein
CATMA2A14700	E1	AT2G15790	CDS	SQN (SQUINT)
CATMA2A14710	V2	AT2G15810	Repeat_TAIR	transposable element gene
CATMA2A14720	EV1	AT2G15820	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A14730	E2	AT2G15830	CDS	unknown protein
CATMA2A14750	E1	AT2G15860	CDS	unknown protein
CATMA2A14760	E2	AT2G15880	CDS	leucine-rich repeat family protein / extensin family protein
CATMA2A14770	E1	AT2G15890	CDS	MEE14 (maternal effect embryo arrest 14)
CATMA2A14780	M1	AT2G15900;AT2G15910	CDS;CDS	phox (PX) domain-containing protein;CSL zinc finger domain-containing protein
CATMA2A14790	E1	AT2G15910	CDS	CSL zinc finger domain-containing protein
CATMA2A14800	E1	AT2G15910	CDS	CSL zinc finger domain-containing protein
CATMA2A14830	E2	AT2G15970	CDS	COR413-PM1 (cold regulated 413 plasma membrane 1)
CATMA2A14840	E1	AT2G15980	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A14845	V2	AT2G15990	Repeat_TAIR	transposable element gene
CATMA2A14850	E1	AT2G16005	CDS	MD-2-related lipid recognition domain-containing protein / ML domain-containing protein
CATMA2A14870	V1	AT2E10300	CDS_Eugene	EUGENE prediction
CATMA2A14880	V1	AT2G16016	CDS	unknown protein
CATMA2A14890	E1	AT2G16030	CDS	unknown protein
CATMA2A14910	E1	AT2G16050	CDS	DC1 domain-containing protein
CATMA2A14930	E1	AT2G16070	CDS	PDV2 (PLASTID DIVISION2)
CATMA2A14940	E3	AT2G16080	CDS	pseudogene
CATMA2A14950	E1	AT2G16090	CDS	zinc finger protein-related
CATMA2A14960	E3	AT2G16110	CDS	pseudogene
CATMA2A14980	VE1	AT2G16130	CDS	mannitol transporter, putative
CATMA2A15000	V3	AT2G16140	Repeat_TAIR	transposable element gene
CATMA2A15010	E1	AT2G16190	CDS	unknown protein
CATMA2A15020	V2	no_gene		
CATMA2A15030	VE1	AT2G16200	CDS	unknown protein
CATMA2A15060	E3	AT2G16230	CDS	glycosyl hydrolase family 17 protein
CATMA2A15070	E2	AT2G16250	CDS	leucine-rich repeat transmembrane protein kinase, putative
CATMA2A15090	E1	AT2G16270	CDS	unknown protein
CATMA2A15100	E2	AT2G16280	CDS	very-long-chain fatty acid condensing enzyme, putative
CATMA2A15110	E3	AT2G16290	CDS	F-box family protein
CATMA2A15130	E2	AT2G16310	CDS	pseudogene
CATMA2A15140	EV1	AT2G16340	CDS	unknown protein
CATMA2A15150	I1	AT2G16365	CDS	F-box family protein
CATMA2A15165	EI2	AT2G16370	CDS	THY-1 (THYMIDYLATE SYNTHASE 1)
CATMA2A15170	E1	AT2G16380	CDS	SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
CATMA2A15180	E2	AT2G16390	CDS	DRD1 (DEFECTIVE IN RNA-DIRECTED DNA METHYLATION 1), ATP binding / DNA binding / helicase/ nucleic acid binding
CATMA2A15190	E1	AT2G16400	CDS	BLH7 (BELL1-LIKE HOMEODOMAIN 7), DNA binding / transcription factor
CATMA2A15200	E1	AT2G16405	CDS	transducin family protein / WD-40 repeat family protein
CATMA2A15210	V1	ATLINE1_5	Repeat_Element	Repeat Element: family LINE/L1
CATMA2A15230	V2	AT2G16420	Repeat_TAIR	transposable element gene
CATMA2A15240	E1	AT2G16430	CDS	PAP10, acid phosphatase/ protein serine/threonine phosphatase
CATMA2A15250	E1	AT2G16440	CDS	DNA replication licensing factor, putative
CATMA2A15270	E1	AT2G16470	CDS	zinc finger (CCCH-type) family protein / GYF domain-containing protein
CATMA2A15280	E1	AT2G16480	CDS	SWIB complex BAF60b domain-containing protein / plus-3 domain-containing protein
CATMA2A15285	E3	AT2G16500	CDS	ADC1 (ARGININE DECARBOXYLASE 1)
CATMA2A15290	E1	AT2G16510	CDS	vacuolar ATP synthase 16 kDa proteolipid subunit 5 / V-ATPase 16 kDa proteolipid subunit 5 (AVAP5)
CATMA2A15315	E2	AT2G16570	CDS	ATASE (GLN PHOSPHORIBOSYL PYROPHOSPHATE AMIDOTRANSFERASE 1), amidophosphoribosyltransferase
CATMA2A15340	E2	AT2G16595	CDS	unknown protein
CATMA2A15345	E3	AT2G16600	CDS	ROC3 (rotamase CyP 3)
CATMA2A15350	E1	AT2G16630	CDS	proline-rich family protein
CATMA2A15360	E3	AT2G16640	CDS	ATTOC132/TOC132 (MULTIMERIC TRANSLOCON COMPLEX IN THE OUTER ENVELOPE MEMBRANE 132), transmembrane receptor
CATMA2A15370	E2	AT2G16650	CDS	unknown protein
CATMA2A15380	E2	AT2G16660	CDS	nodulin family protein
CATMA2A15390	E3	AT2G16676	CDS	unknown protein
CATMA2A15400	V1	AT2G16676	CDS	unknown protein
CATMA2A15410	V1	AT2G16690	Repeat_TAIR	transposable element gene
CATMA2A15420	E1	AT2G16710	CDS	hesB-like domain-containing protein
CATMA2A15423	E2	AT2G16720	CDS	MYB7 (myb domain protein 7), DNA binding / transcription factor
CATMA2A15426	E2	AT2G16730	CDS	BGAL13 (beta-galactosidase 13), beta-galactosidase
CATMA2A15440	E1	AT2G16750	CDS	protein kinase family protein
CATMA2A15450	E3	AT2G16760	CDS	unknown protein
CATMA2A15460	E3	AT2G16770	CDS	DNA binding / transcription factor
CATMA2A15465	E1	AT2G16780	CDS	MSI2 (NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP C 2)
CATMA2A15470	E1	AT2G16790	CDS	shikimate kinase family protein
CATMA2A15480	E2	AT2G16800	CDS	high-affinity nickel-transport family protein
CATMA2A15490	E2	AT2G16810	CDS	F-box family protein (FBX8)
CATMA2A15500	E1	AT2G16830	CDS	pseudogene
CATMA2A15506	V2	AT2G16840	Repeat_TAIR	transposable element gene
CATMA2A15520	E1	AT2G16860	CDS	GCIP-interacting family protein
CATMA2A15530	E1	AT2G16870	CDS	disease resistance protein (TIR-NBS-LRR class), putative
CATMA2A15540	E1	AT2G16880	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A15550	E2	AT2G16890	CDS	UDP-glucoronosyl/UDP-glucosyl transferase family protein
CATMA2A15560	E3	AT2G16900	CDS	unknown protein
CATMA2A15580	E1	AT2G16910	CDS	AMS (ABORTED MICROSPORES), DNA binding / transcription factor
CATMA2A15590	E1	AT2G16920	CDS	UBC23 (ubiquitin-conjugating enzyme 22), ubiquitin-protein ligase
CATMA2A15610	E1	AT2G16940	CDS	RNA recognition motif (RRM)-containing protein
CATMA2A15620	E1	AT2G16950	CDS	protein transporter
CATMA2A15630	IE3	AT2G16960	CDS	importin beta-2 subunit family protein
CATMA2A15640	VE2	AT2G16960	CDS	importin beta-2 subunit family protein
CATMA2A15660	EI3	AT2G16970	CDS	MEE15 (maternal effect embryo arrest 15), tetracycline transporter
CATMA2A15690	E1	AT2G17000	CDS	mechanosensitive ion channel domain-containing protein / MS ion channel domain-containing protein
CATMA2A15700	E2	AT2G17010	CDS	mechanosensitive ion channel domain-containing protein / MS ion channel domain-containing protein
CATMA2A15710	E1	AT2G17020	CDS	F-box family protein (FBL10)
CATMA2A15720	E2	AT2G17030	CDS	F-box family protein
CATMA2A15730	EI1	AT2G17033	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A15740	E1	AT2G17033	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA2A15750	E3	AT2G17036	CDS	F-box family protein
CATMA2A15760	E2	AT2G17040	CDS	ANAC036 (Arabidopsis NAC domain containing protein 36), transcription factor
CATMA2A15770	V3	no_gene		
CATMA2A15780	EI2	AT2G17050	CDS	disease resistance protein (TIR-NBS-LRR class), putative
CATMA2A15790	I1	AT2G17060	CDS	disease resistance protein (TIR-NBS-LRR class), putative
CATMA2A15800	EI2	AT2G17060	CDS	disease resistance protein (TIR-NBS-LRR class), putative
CATMA2A15820	V1	no_gene		
CATMA2A15830	E1	AT2G17090	CDS	protein kinase family protein
CATMA2A15840	E3	AT2G17110	CDS	unknown protein
CATMA2A15860	E1	AT2G17120	CDS	peptidoglycan-binding LysM domain-containing protein
CATMA2A15865	E3	AT2G17130	CDS	IDH2 (ISOCITRATE DEHYDROGENASE SUBUNIT 2), isocitrate dehydrogenase (NAD+)
CATMA2A15870	E1	AT2G17140	CDS	binding
CATMA2A15880	E2	AT2G17150	CDS	RWP-RK domain-containing protein
